text,prediction
@Aysenurtiryaki2 Zeytinle biz seni de yanımıza almaya hazırız minisiim 👉🏻👈🏻❤️❤️❤️❤️  https://t.co/OsH4dxMnhn,[[0.41515248 0.58484752]]
RT @davanianlat: Bir gün adalet diye bağıracak fakat sizi duyan olmayacak Ey işkenceciler,[[0.46964119 0.53035881]]
RT @ebru7747: 9- Saymakla bitmez iftira haberleri,[[0.46964119 0.53035881]]
Her şeyden şikayet eden memnuniyetsiz insanları sevmiyorum,[[0.46964119 0.53035881]]
@atarl_cavidan61 Öyle bakmak için gelmiştim zaten  😂😂,[[0.46964119 0.53035881]]
@LVayic Keyifli okumalar.👏,[[0.46964119 0.53035881]]
@kadiraslan3211 Yine iyi seninki bizimkiler 10 oldu diye uyandırıyor üstüne çok uyumuşum gibi muamele yapılıyor.,[[0.31077897 0.68922103]]
Doğmak ne büyük bir acıymış.,[[0.46964119 0.53035881]]
@t24comtr Maske takmamadan ceza yese bari😊,[[0.46964119 0.53035881]]
@1dilhunnn hayırdır meryem dini sen mi yayıyosun aq malı hangi peygambersin de kimin kapanıp kimin açılacağına karar veriyosun,[[0.45258446 0.54741554]]
@iremcim07 Yay,[[0.46964119 0.53035881]]
Duygularını yaşayan insanlara özeniyorum,[[0.46964119 0.53035881]]
RT @semrakuytul: İşadamı bulundu,[[0.46964119 0.53035881]]
RT @t24comtr: CHP’li Ağbaba: İşsiz genç 'Umudumu çaldınız AKP ve RTE' notuyla yaşamına son verdi  https://t.co/wxeBlmX5ah  https://t.co/dtWGt…,[[0.37964756 0.62035244]]
RT @yellizp: Dışardayken masanın altına gelen kediyi ay may diyerek kovan kişileri patır kütür dövdüğüm oda,[[0.37254821 0.62745179]]
@NoRespecte Baş tacısınız beyfendi,[[0.46964119 0.53035881]]
@iremsehren @Ozgekocahan sana sadece gülüyorum hahahahahshsha,[[0.46964119 0.53035881]]
Bazılarına sadece soru işareti,[[0.46964119 0.53035881]]
RT @AhmedCelikten: Furkan Vakfı gönüllüsü 3 kişinin gözaltında işkenceyle kabul etmesi istenilen,[[0.46964119 0.53035881]]
hayır kardeşim kendime faça atmıyorum,[[0.46964119 0.53035881]]
"RT @semrakuytul: Adana Emn Mdr Sy Doğan İnci'nin misafirperverliğine diyeceğim yok ancak \"işadamının kaçırılma olayını Furkan Gönüllülerine…",[[0.41002256 0.58997744]]
Maskelerin altında yatan yüzünüzü merak ediyorum,[[0.46964119 0.53035881]]
Mesafe diyorum güzel şey,[[0.46964119 0.53035881]]
@hazalerogglu2 Orman alev almasın dikkat ett,[[0.46964119 0.53035881]]
RT @frkn2010: GÜNDEM ÇALIŞMAMIZ BAŞLADI  Etiketimiz:  Yargısızİnfaza Son,[[0.38987615 0.61012385]]
RT @KalpGz20: Kardeşlerimiz SerbestKalsin,[[0.46964119 0.53035881]]
RT @AlagasMasallah: Tutuksuz yargılamanın esas olması gerektiği adalet saraylarında(!) delilsiz ispatsız talimatla verilen tutuklama kararl…,[[0.46964119 0.53035881]]
@derya_okatan  https://t.co/Ik7g5AZsGd,[[0.40711539 0.59288461]]
O her zaman kalbimin bir köşesinde dirilmemi bekliyor.,[[0.46964119 0.53035881]]
Belki de yanlışı bilerek yapmışızdır 😉,[[0.45258446 0.54741554]]
RT @furkanhabernet: İşkenceye Maruz Kalan 3 Furkan Gönüllüsü,[[0.46964119 0.53035881]]
Sırtımı kendime yasladım kimseden bir beklentim yok.,[[0.46964119 0.53035881]]
Her şeye iyi niyetle yaklaşmak insanı öldürür.,[[0.46964119 0.53035881]]
@yokkartkk2 Günaydın☀️,[[0.46964119 0.53035881]]
@ilaydasekeerr Uçak oyna uçak bddbbdjd,[[0.46964119 0.53035881]]
@ethembulbul_ Seviyor çıkarsa bende verebilirim hahahah,[[0.46964119 0.53035881]]
@dilekzdg keske hollanda olsaydım o zmn 👉🏻👈🏻,[[0.46964119 0.53035881]]
Güneşe ateş edenlerdeniz ha ayık olun shdhdh,[[0.46964119 0.53035881]]
RT @AhmedCelikten: Aynı Dakikalarda Çelişkinin Böylesi!  @cnnturk @KanalD   MedyaEliyle TuzakKuruluyor  https://t.co/Wrvs22C041,[[0.40711539 0.59288461]]
RT @nebevihareket: @Kriptozambo @Byznrfsnky Dertli olduğumu nerden çıkardın kripto...Bizdeki 'kardeşlik'tir onu vurguladım.Arkadaşın paylaş…,[[0.46964119 0.53035881]]
Otostop çektiğin kamyonda insan dalıyor uzaklara,[[0.46964119 0.53035881]]
RT @yusuferoll_: Memleket Siyah Gözlüklülerin Elinde! Kanunsuz talimatları yerine getiren,[[0.46964119 0.53035881]]
En tatlı kadın bile acıdır.,[[0.46964119 0.53035881]]
RT @Ruya_Grck: Kardeşlerimiz SerbestKalsın  https://t.co/3oYvpjK174,[[0.40711539 0.59288461]]
RT @semaerdogan0: Üniversite okumuş,[[0.46964119 0.53035881]]
@zbeyde47268778 Birini görmek istemiyorsanız borç para verin.,[[0.46964119 0.53035881]]
Hallederiz bir şekil bu cümle hayat kolaylığı sağlıyor arkadaşlar,[[0.46964119 0.53035881]]
@Bogachankcbs @MehmetGny10 yakışırda yanii,[[0.46964119 0.53035881]]
@pelinuzl @Ogulcangungordu Pelin sabaha serpme kahvaltısı atarsın fazla şey yapmayalım hahaha,[[0.46964119 0.53035881]]
@DrZoidberk 2 kyk yok oldu şimdiden  https://t.co/pAkBywhCDb,[[0.40711539 0.59288461]]
Acı çekmek gerçekten çok güzel acıyı bile güzelleştirenlere selam olsun,[[0.46964119 0.53035881]]
Çok fazla boş yaptınız uyuyun hadi.,[[0.46964119 0.53035881]]
Yaylada her bir otun altından ses geliyor aklımı yiyecem aq ya,[[0.46964119 0.53035881]]
@t24comtr Otobüse zam olsun da hizmete dönse bari sokakları biz süpürüyoruz yer Namık Kemal eskiden çöpçü eksiksiz di şimdi göremiyoruz.,[[0.46964119 0.53035881]]
@TmcGzm @umutaslabitmez Nice güzel yaşlara iyiki doğdun arım balım Perim @umutaslabitmez 🎉🎂💝🛍🎂🎉💝🎈🎁❤️🎉🎂🛍💝 iyi ki doğdun Perim iyi ki varsın  ❤️❤️😘😘😘😘😘😘,[[0.43012544 0.56987456]]
Bırak inceldiği yerden kopsun.,[[0.46964119 0.53035881]]
Ay güneşten daha güzel . Net,[[0.46964119 0.53035881]]
karaktersizliğine mavi boncuk tak da nazar değmesin.,[[0.46964119 0.53035881]]
RT @moodegram:  https://t.co/9hkyofw9Uj,[[0.40711539 0.59288461]]
@Ozgekocahan Bu biraz fazla oldu bebiş nxnxjd,[[0.46964119 0.53035881]]
İstedikleri gibi biri olmayınca istenilmeyen biri oluyoruz..,[[0.46964119 0.53035881]]
Bu arada benim olmayan hiçbir şey beni ilgilendirmez ama yanlış yoldasınız,[[0.46964119 0.53035881]]
İnsana imtihan olarak özlemek yeter;,[[0.46964119 0.53035881]]
Sen birde beni 5 ten sonra gör 😉,[[0.57232969 0.42767031]]
Yanlışı savunacak kadar cahil olan insandan uzak dur.,[[0.46964119 0.53035881]]
Lezzet festivali varmış göremedim seni tatlım 😋,[[0.46964119 0.53035881]]
@iremsehren @Ozgekocahan 5 dakikam çalındı 😑,[[0.46964119 0.53035881]]
Mırın xweştır e jı vi hâli.,[[0.46964119 0.53035881]]
@dilekzdg @1dilhunnn babası sosyal medya kullandığını görüp dövmesin diye hesabını gizlemiş,[[0.46964119 0.53035881]]
RT @izinvar: frekans  https://t.co/NksfWHvpsh,[[0.40711539 0.59288461]]
Olduğu gibi sevilecek insan azlığı,[[0.46964119 0.53035881]]
@orhancangorgun yaa 💘🤍,[[0.46964119 0.53035881]]
@sellyapisces 💙💙💙,[[0.46964119 0.53035881]]
"#Basarılarajax 👊",[[0.46964119 0.53035881]]
RT @bursafurkanvakf: Tutuksuz yargılamanın esas olması gerektiği adalet saraylarında(!) delilsiz ispatsız talimatla verilen tutuklama karar…,[[0.46964119 0.53035881]]
Hiç merak etmedim ortada merak edilecek bir konuda yok ve böyle daha iyi #wp #Instagram,[[0.46964119 0.53035881]]
@Ozgekocahan Benide kandırsalar keşke,[[0.46964119 0.53035881]]
RT @mhsntuna47: Emniyetteİşkenceyi Lanetliyoruz #AdaletBekleyişi zulüm bitene kadar devam edecek,[[0.46964119 0.53035881]]
RT @RmeysaKanar: Kardeşliğin edebiyatını yapmayacağız. Gerçek kardeşliği yaşayacağız. Kardeşlerimiz SerbestKalsın  https://t.co/ch7D3s0sUc,[[0.40711539 0.59288461]]
@Ozgekocahan Emin olmadığım yerlerde yardım alırım senden okeyy,[[0.46964119 0.53035881]]
RT @Ruya_Grck: Furkan Vakfı gönüllüsü 3 kişinin gözaltında işkenceyle kabul etmesi istenilen,[[0.46964119 0.53035881]]
@ictasarimlar Giyinme dolabına sürünerek mi gidicez,[[0.46964119 0.53035881]]
RT @yakupsahin27: Kardeşlerimiz SerbestKalsın  https://t.co/iojLoY7zp6,[[0.40711539 0.59288461]]
@buldu_selman Herşey gönlünce olsun kardeşim ✨,[[0.46964119 0.53035881]]
@t24comtr Çok korkmuştur büyük elçi,[[0.46964119 0.53035881]]
@sinemmsozen 138,[[0.46964119 0.53035881]]
Ee ben geldim hoşgeldin desenize nan.,[[0.31864166 0.68135834]]
RT @hakan_pishot: Müthiş ....!!! Made in Turkey....!  https://t.co/8SnrC1oM15,[[0.51652211 0.48347789]]
@yusufalphn Abim ve ben sgsfsf,[[0.28852765 0.71147235]]
@umutaslabitmez @xbay07 @cemo968 @goktekivosvoslu @7Umuteroglu Sen de cansın periliçem  😘😘😇,[[0.45258446 0.54741554]]
-Ee şimdi biz neyiz.  +Ben açım,[[0.28852765 0.71147235]]
bana 3 ay yeter diyerek stokladığım kahvelerim 3. haftasında bitmiş hoşgeldin kafein koması bebek,[[0.46964119 0.53035881]]
@senacewik Umarım aşkınız ve sevginiz hep böyle devam eder 🥺 mükemmelsiniz ❤️,[[0.46964119 0.53035881]]
@Ozgekocahan Bu güzel iltifat için teşekkürler bayann😋,[[0.46964119 0.53035881]]
Yalandı ve yaşandı bitti.,[[0.46964119 0.53035881]]
En sevdiğim babaannemin erik suyu koktyli🔥,[[0.46964119 0.53035881]]
@Ozgekocahan @Eyll17474476 Bunu demesen kalbimi ne ara çaldın diyecektimmmmmmm 😋,[[0.46964119 0.53035881]]
Acı dil çoğunlukla tatlı şeyler söyler.,[[0.46964119 0.53035881]]
@S_ezer01 Devlet bursu bu hayırlıdır herhalde ya shdhc,[[0.46964119 0.53035881]]
RT @busraayavuz1: Sevgili kalbim,[[0.46964119 0.53035881]]
yok bana enayilik gibi geldi,[[0.46964119 0.53035881]]
RT @yusuferoll_: Röportaj | Medyaya güveniyor musunuz? Adana sokaklarına yerel medyayı sorduk! Sahte habere maruz kaldığınızı düşünüyor mus…,[[0.46964119 0.53035881]]
sizce ben bir ara demet akalının tercümanlığını yapmak için sayfa açmış ve demet akalından küfür yemiş miyimdir,[[0.28852765 0.71147235]]
RT @mazrub: Bu gördüğünüz adam,[[0.46964119 0.53035881]]
RT @incisozluk: Kocaeli'de Afgan uyruklu bir şahıs,[[0.45258446 0.54741554]]
@hazalerogglu2 Sevgilisi var işte hdhdhdhd,[[0.46964119 0.53035881]]
@k3direm Aynada çok temizmiş,[[0.46964119 0.53035881]]
RT @alparslankuytul: Acımasızca müdahalede bulunan polisler bu sefer de Alparslan Kuytul Hocaefendi'yi hedef alarak biber gazı sıktı!  Kard…,[[0.45258446 0.54741554]]
@dilekzdg AHAJAKALALAKDJD salak,[[0.46964119 0.53035881]]
https://t.co/GPn3fP1Zsy,[[0.40711539 0.59288461]]
RT @ibrahimkerimol4: HANİ FURKANCILAR KAÇIRMIŞTI?   Basına sızdırdıkları montaj video ile Furkan Gönüllüleri kaçırdı algısı vermeye çalışan…,[[0.72401034 0.27598966]]
@iremsehren ✨🥳,[[0.46964119 0.53035881]]
RT @dilaracann30: Selâmün aleyküm ben geldim. Eski takipçilerimi istiyorumm beni kürt taymına ulaştırın size zahmet olmazsa.. 🖐,[[0.28852765 0.71147235]]
@ilaydasekeerr Fazlasıyla lazım,[[0.46964119 0.53035881]]
"Bir derdi var her halinden belli anlatmıyor, anlatsa kurtulur.",[[0.46964119 0.53035881]]
RT @kadinyazarlar: Kimseye boyun eğmemek tüm dünyaya hükmetmekten çok daha büyük bir mutluluk.  İsveçli Kristina,[[0.46964119 0.53035881]]
RT @Huzursesimiz123: Şuana Kadar izlediğim röportajların En güzeli  diyebilirm Halkın Sesine Ses olmuş. Tebrik ederim  @FurkanMedyaTR,[[0.46964119 0.53035881]]
Yeniden birini sevmek ömür sürer.,[[0.46964119 0.53035881]]
@pars489 ya kanka hadi sg ya sen kendine fan sayfası açıp kendi tweetlerini rtlemeye,[[0.46833556 0.53166444]]
@sampiyonkosucu 23 TL’den milletin eline vermiş,[[0.46964119 0.53035881]]
Aşk'ta devrimi anladım da darbe neden.,[[0.46964119 0.53035881]]
RT @yakupsahin27: Hiçbir suçu olmadığı halde 4 gündür gözaltında tutulan,[[0.46964119 0.53035881]]
@aycaceliikk Gelirim,[[0.46964119 0.53035881]]
askım sen yeter ki iste gördüklerinden çok daha güzellerini yaparım dedikten sonra yaptığım pasta  https://t.co/Oh0WnGkf2b,[[0.40711539 0.59288461]]
Taşı delen suyun kuvveti değil,[[0.46964119 0.53035881]]
@06melihgokcek Muharrem bu gazla istenilen yere gelir öylese🙃,[[0.46964119 0.53035881]]
RT @izzetdas: HAKİKAT DEMİRDEN ZIRHLARI DELER İFTİRAYI GÜN GELİR YERLE BİR EDER  İftiracıİHA RezilOldu #FurkanaKumpasÇöktü,[[0.46964119 0.53035881]]
@ogrencigiller Bildiğim işi yapardım,[[0.46964119 0.53035881]]
@Biyiklicelal Tamm. 🐄😂 oturdumm,[[0.46964119 0.53035881]]
RT @emratemizkan: Kardeşlerimiz Serbest Kalsın Onlar serbest olana kadar desteklemeye devam edeceğiz.,[[0.46964119 0.53035881]]
Öfkeyle değil gülmeyle öldürür insanoğlu.,[[0.46964119 0.53035881]]
RT @mucahideplt: Kaç gündür ailesinden sevdiklerinden uzak kalan kardeşlerimizi serbest bırakın..   Kardeşlerimiz SerbestKalsın,[[0.46964119 0.53035881]]
@dralpsimsek Fenerbahçe,[[0.46964119 0.53035881]]
Mevzu gemi değil kaptan mürettabata ibnelik var.,[[0.46964119 0.53035881]]
RT @furkanvakfi: 5 gündür kayıp olan iş adamının eşi Rumeysa Sarısaçlı Hocahanım'dan açıklama:  Emniyet yetkilileri eşimi bulsunlar ve bizl…,[[0.46964119 0.53035881]]
