text,prediction
RT @furkanvakfiTT: KIYMETLİ KARDEŞLERİMİZ GÜNDEM ÇALIŞMAMIZ BAŞLADI ‼️ ETİKETİMİZ;  İftiracıİHA RezilOldu #FurkanaKumpasÇöktü  https://t.co/…,[[0.40711539 0.59288461]]
Senin burcun hangisi?  https://t.co/9ideiPoll0,[[0.40711539 0.59288461]]
RT @omerozcan23: Sanıyorsunuz ki yaptığınız bu zulümlerin üstü kapanacak. Ama bilin ki Allah şahit ve size en güzel şekilde hükmedecek... A…,[[0.46964119 0.53035881]]
RT @kynrpnrsena: Sevk edildikleri adliye önündeyiz. Günlerdir devam eden zulmün,[[0.46964119 0.53035881]]
@06melihgokcek Eflansyon düşerse burda yaşayan Fransızlarda belki sevinir.,[[0.46964119 0.53035881]]
Artık bu sarkıları oyun oynarken arkada çalsın diye açıorum sadece sıfır duygusallık maalesef  https://t.co/jck7Fd8Jiw,[[0.40711539 0.59288461]]
RT @gul_umare: 4 Gündür Hiçbir Suçu Olmadığı Halde Gözaltında Tutulan 3 Furkan Gönüllüsü Serbest Bırakılsın!  Kardeşlerimiz SerbestKalsın,[[0.46964119 0.53035881]]
@Damlanurgokkk Haklı bir isyan ama buna değer 😉😄,[[0.46964119 0.53035881]]
@senge_20 😅,[[0.46964119 0.53035881]]
Psikolog gibi konuşup akıl hastası gibi davranmak.. Hayatımın özeti,[[0.46964119 0.53035881]]
biri var fal parasını flörtlerine ödettirip falda sadece eski sevgilisini soruyo bayanlar çok kötüsünüz amk,[[0.46964119 0.53035881]]
@Picmolia8 Ölünce uyuyacağız zaten uzun bir uykuya şimdilik gerek yok.,[[0.46964119 0.53035881]]
"Az olmuş çocukların yakasına yetim diye kağıt yapıştırsaydınız direkt? Bize taziyeye gelen bir kadın da \"yetimin başını okşamak 1000 sevap gibidir\" diyip kardeşimin basını oksamıştı :d yapacağınız iyiliği sikeyim hepinizin",[[0.46964119 0.53035881]]
RT @2008_kil: Eskiden Milli Piyango almak şansını denemekti...  Şimdi Milli Piyango almak enayiliğini tescillemek...,[[0.46964119 0.53035881]]
RT @keles702: Yargısızİnfaza Son  Yargısızİnfaza Son  Yargısızİnfaza Son,[[0.38987615 0.61012385]]
RT @nilufersumeyra: @furkanhabernet يا ربي انصرنا,[[0.46964119 0.53035881]]
Röportaj | Medyaya güveniyor musunuz? Adana sokaklarına yerel medyayı sorduk! Sahte habere maruz kaldığınızı düşünüyor musunuz? İşte aldığımız cevaplar.. Malesef insanlarımız haklının yanında değil,[[0.46964119 0.53035881]]
Hepsinden sıkıldım,[[0.46964119 0.53035881]]
RT @ebru7747: 6- Bir et meselesi vardı yine Furkan Vakfına yıkmak istedikleri. Yeni bir kumpas kurduk diye sevinmişlerdi  Furkan vakfına ai…,[[0.46964119 0.53035881]]
Yaşam belirtisiiiiiiii,[[0.46964119 0.53035881]]
@1_genius_ Aynen dondurmuştum,[[0.46964119 0.53035881]]
@Ozgekocahan Güven sadece boş laf,[[0.46964119 0.53035881]]
@Hseyincan54 kral biraz linçlenecek şekilde atmışsın sanki,[[0.46964119 0.53035881]]
RT @lemonRQ: bazen benim cinnet geçirmem için itinayla hazırlanmış bi düzenin içinde yaşıyomuşum gibi geliyo,[[0.46964119 0.53035881]]
@Ozgekocahan Veriyorsun ama🥳,[[0.46964119 0.53035881]]
RT @YakutHukuk01: 2- videonun devamı  https://t.co/Vlou0VY8dR,[[0.40711539 0.59288461]]
+ Pubg'iye girek mi,[[0.46964119 0.53035881]]
malum kişi hepimizin götünü ısırıyor zaten ortada foto yok sadece malsf,[[0.46964119 0.53035881]]
@batuu____ Eyelineri sürmem 2 dakikamı almıyor allah sizin belanızı versin oyun oynamaktan önünüzü göremiyorsunuz  😒,[[0.46964119 0.53035881]]
@yunusemre_ercn Hep aklımdaydın daaa,[[0.46964119 0.53035881]]
RT @dogalafetmine: kim abi bu bi kadının ölüm haberi gelir gelmez  sırtına melek kanadı takıp paylaşanlar,[[0.46964119 0.53035881]]
@trthaber Bunlar iyi günler,[[0.46964119 0.53035881]]
@guldumbaksimdi @Xswift16 @angelifca @YueCollections Askım 4lü bileklik setini ne zaman tekrar getiriceksin,[[0.46964119 0.53035881]]
RT @semrakuytul: Bu konuda bir haftadır çeşitli vesilelerle açıklama yapıyoruz. Eğer İHA artniyetli olmasaydı o açıklamalardan birkaç cümle…,[[0.46964119 0.53035881]]
RT @MustafaSahinFV: KaranlıkGüçler İşBaşında  Tek başına ilk mahkeme hakiminin kararı bile bu suçlamanın ne kadar adice olduğunu gösterir!…,[[0.46964119 0.53035881]]
@effie15 @hakanakelma Aramızdaki fark sen değneği görüyorsun ben vuranı.,[[0.28852765 0.71147235]]
@NoRespecte Yorumlar 15 sn mi😀,[[0.46114292 0.53885708]]
@NoRespecte Yürü yürü lan enayii,[[0.46964119 0.53035881]]
Ben yatar iyi uykular 👀,[[0.28852765 0.71147235]]
RT @yakupsahin27: Adana Emniyetindeki Skandal İşkencenin Kan Donduran Detayları! Emniyetİşkence YeriMi  https://t.co/O71nv7HAIO,[[0.40711539 0.59288461]]
göte bakan erkekle olur da sarmanın inceliğine bakan erkekle olmaz ya,[[0.46964119 0.53035881]]
RT @AhmedCelikten: Bir iş adamını kaçırma iddiasıyla 2 Furkan gönüllüsü tutuklanarak cezaevine gönderilmişti. O iş adamı ortaya çıktı ve Fu…,[[0.46964119 0.53035881]]
@h4NCiHAN Maviyi,[[0.46964119 0.53035881]]
Baş ağrısını skm noktaaaaaa,[[0.46964119 0.53035881]]
sen ve ben gerçek birer kuğuyuz çünkü asıl kuğular şah ve mat der o gururlu yalnızlıklarında,[[0.28852765 0.71147235]]
Makyajsız kişiliklere ihtiyacımız var.,[[0.46964119 0.53035881]]
@Ulubatl99683747 😊,[[0.46964119 0.53035881]]
@sendika_org Devlete salya akıtmak için Furkan’cılar iş başında,[[0.46964119 0.53035881]]
@Miiracgurbuz @lowfiveghosttt Kötü oldumm,[[0.46964119 0.53035881]]
@gokhan_kayd 64 ölim ben müsadenizle,[[0.28852765 0.71147235]]
Sadece uzaklık,[[0.46964119 0.53035881]]
Otoritenin en büyük güvencesi bunak beyinlerdir.,[[0.46964119 0.53035881]]
RT @FeyziArslan18: Yargısızİnfaza Son,[[0.38987615 0.61012385]]
@Gkalp46001355 @anapaliahmet @1UzunAdam Filistin cephesini bırakıp kaçanlar Medine savunmasını kime karşı ne için yapmıştır?. Saltanat sevdası ne Filistin’i bıraktı nede tahtı.,[[0.46964119 0.53035881]]
Teselli artık neyi değiştirir ki,[[0.46964119 0.53035881]]
@superhaber İranlı ve Suriyeliler turist olarak anılıyorsa bitmişiz,[[0.46964119 0.53035881]]
@fonseka26 @eylemua2019 @with_zey,[[0.46964119 0.53035881]]
eurovisionda romanyayı ilk 10a sokmayan herkese sönmez - yuvan yıkılsın remix armağan ediyorum ii geceler,[[0.4761214 0.5238786]]
Ben şimdi şiir dinleyerek uyurum benim için üzülme,[[0.28852765 0.71147235]]
@pelinuzl Diyorsunn bakalım,[[0.46964119 0.53035881]]
@Abdullahklcc0 @NoRespecte Djjdjdjsjsjjsjsjsjsjsjj benle aynı fikirde biriiii👑,[[0.46964119 0.53035881]]
RT @MumineFv: ADLİYE ÖNÜ CANLI YAYIN BAŞLADI❗️   https://t.co/wcGDwVzRHB  #AdanaEmniyeti #salı #BenimFikrim #EğitimKarmaOlmasın #YouTubeKana…,[[0.40711539 0.59288461]]
@LYLa_Rte_ Oğlum ordan iki otobüs daha ver teyzeye doymaz ama,[[0.46964119 0.53035881]]
@gevezesena Fazlasıyla 😄,[[0.46964119 0.53035881]]
Sen uçak modumusun ki ulaşılmaz olasın,[[0.46964119 0.53035881]]
@_melikearslnn Ne mutlu..,[[0.46964119 0.53035881]]
Gamsız olmayı ben seçmedim ama sanırım tek seçenekte o olurdu,[[0.28852765 0.71147235]]
@zxgozde Demek mersedes veya biemi olsa eve geçirecekler😂,[[0.46964119 0.53035881]]
@bencagatay7 20,[[0.46992793 0.53007207]]
@iremcigm Yay,[[0.46964119 0.53035881]]
RT @ibadurrahmen: Kardeşlerimiz SerbestKalsın,[[0.46964119 0.53035881]]
Kadın öyle bir konudur ki,[[0.46964119 0.53035881]]
RT @artcullture:  https://t.co/3OFT6NbPDX,[[0.40711539 0.59288461]]
@ethembulbul_ @GalatasaraySK 😉,[[0.46964119 0.53035881]]
RT @MustafaSahinFV: Eşi bizzat olayı anlatıyor ama İHA denilen iftira haber ajansı,[[0.46964119 0.53035881]]
Hayvanları da sevelim,[[0.46964119 0.53035881]]
RT @TurkiyeG_nd_m: Alparslan Kuytul hocadan,[[0.46964119 0.53035881]]
çekilecek dert değil,[[0.46964119 0.53035881]]
Sonra bi hoşuma gittin gidş o gidiş,[[0.46964119 0.53035881]]
@gevezesena Aynı duyguları paylaşmak kolay değil hdhdhdb,[[0.46964119 0.53035881]]
@kymopolleia Ben hiç oraya foto atmadım hepsi o yüzden boştur.,[[0.28852765 0.71147235]]
@merend7 Sağol ya çok düşüncelisin Allah razı olsun  😂,[[0.46964119 0.53035881]]
@mineyle Duruşa bağlı,[[0.46964119 0.53035881]]
@bahamot007 Olmasını isteyip de olmayan şeylerden,[[0.45258446 0.54741554]]
@Gamzessuslu O kadar haklı bir twit ki anlatam✨,[[0.46964119 0.53035881]]
Anlık insanlarsınız!,[[0.46964119 0.53035881]]
RT @furkanhuzeyfe: AdanaEmniyetinde İşkence  İşkence,[[0.46964119 0.53035881]]
RT @furkanhuzeyfe: Polisler,[[0.46964119 0.53035881]]
Mutlu huzurlu pazarlar 💯✨,[[0.46964119 0.53035881]]
RT @furkanvakfi: BAŞTA İHLAS HABER AJANSI OLMAK ÜZERE BU KUMPASA DAHİL OLAN TÜM MEDYA KURULUŞLARINI KINIYORUZ!   Başta İhlas Haber Ajansı o…,[[0.46964119 0.53035881]]
@OfficialArman @izmirgibiyiz Aynen,[[0.46964119 0.53035881]]
Yollarım yollarına bağlansa kaf dağlarını aşardım.,[[0.46964119 0.53035881]]
RT @aysena_ay_ay: O kedi konuştu :)))  https://t.co/XLVS0JulOS,[[0.40711539 0.59288461]]
RT @aliaktas7: PTT'yi de batırmayı başardılar. Varlık Fonu'na devredilmesinin ardından PTT,[[0.4883949 0.5116051]]
@tayfgibiler Error,[[0.46964119 0.53035881]]
@Marcelinexdd Bükülmüşüz diyelim,[[0.46964119 0.53035881]]
@ArsivUnutmaz Trilyonluk işler ihaleler versinler ama taş çatlasın 5 bine bir masa sandalye alamasın istese maaşından alır bu kadar yapmacık olmayın insanlar o kadar enayi değil artık.,[[0.46964119 0.53035881]]
RT @Pasha4407: @sedat_peker  https://t.co/rSfhpGHLnG,[[0.40711539 0.59288461]]
RT @istanbulbld: İstanbul'u turlayan köpek BOJİ'nin bakımını yaptık,[[0.41002256 0.58997744]]
RT @UrfaFurkanDer: Yargısızİnfaza Son,[[0.38987615 0.61012385]]
@ethembulbul_ Nokta,[[0.46964119 0.53035881]]
@kadiraslan3211 Allah razı olsun :D,[[0.46964119 0.53035881]]
@Silayksel4 😅😅,[[0.46964119 0.53035881]]
hayatsız bir insan oluşum beni öğlen 1de uyuyup gece 1de uyanan bir zombiye dönüştürdü,[[0.46964119 0.53035881]]
RT @pratik__bilim: Bir restoranda masada sürahide su varsa; korkmayın 15 liraya karnınız doyar. Pet şişede su varsa; 30 lirayı gözden çıkar…,[[0.43949763 0.56050237]]
Sıkıldımmm anlıkk,[[0.46964119 0.53035881]]
RT @furkanvakfiTT: KIYMETLİ KARDEŞLERİMİZ GÜNDEM ÇALIŞMAMIZ BAŞLADI ‼️  ETİKETİMİZ;  Emniyetteİşkenceyi Lanetliyoruz #AdaletBekleyişi,[[0.46964119 0.53035881]]
@atarl_cavidan61 Sakinn caviş 😄,[[0.46964119 0.53035881]]
@atebenn Bitlis tütünümüdür nedir 😊,[[0.46964119 0.53035881]]
ⁿᵉᵈᵉⁿ?      ⁿᵉᵈᵉⁿ?       ⁿᵉᵈᵉⁿ?     ⁿᵉᵈᵉⁿ?         ⁿᵉᵈᵉⁿ?       ⁿᵉᵈᵉⁿ?    ⁿᵉᵈᵉⁿ?   PARAM NEDEN ÇABUK BİTİYOR?   ⁿᵉᵈᵉⁿ?       ⁿᵉᵈᵉⁿ?      ⁿᵉᵈᵉⁿ?      ⁿᵉᵈᵉⁿ?               ⁿᵉᵈᵉⁿ?      ⁿᵉᵈᵉⁿ?       ⁿᵉᵈᵉⁿ?,[[0.46964119 0.53035881]]
@no5inGminor @angelifca nil karaibrahimgil söyleşimden alıntı,[[0.46964119 0.53035881]]
@Micklerius ben direkt sizi çok beğeniyorum Melike hanım,[[0.28852765 0.71147235]]
RT @furkanvakfi: Yandaş ve tetikçi medyanın,[[0.46964119 0.53035881]]
RT @AhmedCelikten: Hala kayıp olduğu iddia edilen Koray Sarısaçlı'dan açıklama:  “Furkan Gönüllüleri ile hiçbir husumetim yok,[[0.46964119 0.53035881]]
@therolexs Güldürme beni yakınımda herkes bilir bjknin şampiyon olacağını kaç haftadır diyorum ama bu korkuda size yeter adımız bile geçmiyordu 😉,[[0.46964119 0.53035881]]
