text,prediction
Çevresel sorunlar psikolojimi bozuyor benim,[[0.46964119 0.53035881]]
@DogukanSerez @azraahanimm Kendin ile anlaşıyorsan iyi biz onuda beceremedik.,[[0.46964119 0.53035881]]
RT @Ruya_Grck: Adana Adliyesi önünden canlı yayın   https://t.co/bax3BITD4R   #BakanÖzeristifa İşçilerle Buluşma Kardeşlerimiz SerbestKalsın…,[[0.40711539 0.59288461]]
Pinhani konserine gitmişsiniz çokta abartmasanız mı,[[0.46964119 0.53035881]]
@ceren07775141 Hilalaylblt ekle oynayalım,[[0.46964119 0.53035881]]
Aşk101 izliyorsanız bira ile izleyin canınız çekiyor sonra,[[0.46964119 0.53035881]]
Aynen canım ya hepsi dalgasına atıyor twit,[[0.46964119 0.53035881]]
"RT @antakya_furkan: Medyaya Güvenmeli Miyiz? - Kaçırılan İş Adamı Hadisesi \"10 Eylül 2021’den bu yana Türkiye gündemini meşgul eden kaybola…",[[0.31077897 0.68922103]]
RT @falveastroloji_: Merhaba 🌸 artık yeni açtığım instagram hesabımdan sizin için her gün,[[0.46964119 0.53035881]]
@csofmyeuphoriax @Hodbehot bence şeyma kendini iyi göstermek için biraz acunun parasını da yedirmiş olabilir ya :d,[[0.46964119 0.53035881]]
RT @wannawave:  https://t.co/p8Bd50yFTw,[[0.40711539 0.59288461]]
@melodramess kader ortağım 🤝,[[0.46964119 0.53035881]]
@serpentofnorth ahakalwjd kabulüm ben 💘,[[0.28852765 0.71147235]]
@Ozgekocahan Yapmadığın birşey gösteremem sana hepsi mevcut maşallah ✨,[[0.46964119 0.53035881]]
@Sade_Kahve1987 Yine borçlu çıktım 😂😂,[[0.46964119 0.53035881]]
@ilaydasekeerr Vermeleri lazım djdjjx,[[0.46964119 0.53035881]]
RT @ahmetdmr0446: Furkan Gönüllülerine Kumpas Devam Ediyor! Bir Gönüllü Daha Haksızca Tutuklandı! Yargısızİnfaza Son  https://t.co/PncszxwemZ,[[0.37038487 0.62961513]]
koymuşum tüm ülkelere 🤝,[[0.46964119 0.53035881]]
@hatunpic_ Zaten borsada kaybediyoruz eceli gelmiş😊,[[0.46964119 0.53035881]]
@efundaklc Erkeklerde evde çekilmiyor diyorsun 😊,[[0.46964119 0.53035881]]
DÜŞTÜYSEN KALK GEL KENDİNE,[[0.46964119 0.53035881]]
Alarmı nedenn kapatmadım nedennnn  :(,[[0.46964119 0.53035881]]
Varlığı bir dert yokluğu yara ksdjjf   +Sizce bu ne?,[[0.46964119 0.53035881]]
@borsacibaba Dolar dünyada yükseliş te burda biraz daha hızlı hepsi bu,[[0.46964119 0.53035881]]
RT @AhmedCelikten: Kaçırıldığı iddia edilen Koray S. bu sabah evine dönerek,[[0.46964119 0.53035881]]
RT @UgurAcaraksehir: Hem tekme tokat dövüyorlar,[[0.46964119 0.53035881]]
Bu yılda da kar küresi alanım olmadı be  😔,[[0.46964119 0.53035881]]
güneş götüme girse yine depresyonumdan kurtulamam,[[0.46964119 0.53035881]]
@Sade_Kahve1987 Aynen öyle,[[0.46964119 0.53035881]]
RT @SAVUNANADAM2701: Kayıp olan iş adamının eşi Rumeysa Sarısaçlı Hocahanım'dan açıklama❗❗  #salı #MansurYavaş  #BenimFikrim Kardeşlerimiz…,[[0.46964119 0.53035881]]
Günooo mesajı almayanlara günooooo☀️,[[0.46964119 0.53035881]]
@ScarlettDreams2 👍,[[0.46964119 0.53035881]]
@Buseeki7 @angelifca evet çıkartma askım,[[0.46964119 0.53035881]]
RT @izzetdas: Cuma günü gözaltına alınıp iki gün boyunca,[[0.46964119 0.53035881]]
@benthejasmin Buralarda,[[0.46964119 0.53035881]]
RT @furkanvakfi: Sözleri yine sözde kalmaya devam etti ve bugün bir kez daha bizzat yargı mensupları tarafından adalet ayaklar altına alınd…,[[0.46964119 0.53035881]]
@GonulUsluDilli @goktekivosvoslu Teşekkürler gönül ablam  😘😇,[[0.46964119 0.53035881]]
uzun ayrılık mesajları ve uzun sevgi mesajları arasında +2 lira fark vardı ayrılık mesajı yazarken stres olduğum için 2 lira fark alıyodum 🤝,[[0.46964119 0.53035881]]
@tavsanuwu Rica ederim ve dediğin gibi psikologa gitmen bir şeyi değiştirmez çünkü sorunları olan kişi sen değilsin. Ayrıca bana istediğin zaman özelden de yazıp dertleşebilirsin. Umarım her şey istediğin gibi olur 💖,[[0.45258446 0.54741554]]
Ve gerçekten de kimse vazgeçilmez değildir. Kendinizi çokta önemli sanmayın toprağın altı vazgeçilmezlerle dolu.,[[0.45258446 0.54741554]]
@cemo968 👍,[[0.46964119 0.53035881]]
@ali_kumuru Kariyer mı vardı aq 😂😂,[[0.46964119 0.53035881]]
@Aysenurtiryaki2 Duygusal top olmaca bugün de 🥺❤️,[[0.42306989 0.57693011]]
@feryboi 🔥🔥,[[0.46964119 0.53035881]]
Adı ALİ ALSANİ,[[0.46964119 0.53035881]]
Kız arkadaşlarım amcamı tanımıyorum hahahahahha,[[0.46964119 0.53035881]]
@ahugzlr1907 Yıka bir daha lazım olur,[[0.46964119 0.53035881]]
RT @gaykatemoss: My mom and dad whenever they see a painting they like  https://t.co/YzfOjB9DVw,[[0.4091179 0.5908821]]
@dilaracann30 Evet,[[0.46964119 0.53035881]]
kafayı salmak için kısmetse olura başladım tek başına etki göstermedi muhtesem yüzyıla baslıyorum simdi de bir sene off bne 👋🏻,[[0.45258446 0.54741554]]
bu arada dertlenme ile kilo verilseydi esamem bile bulunmazdı malsf,[[0.46964119 0.53035881]]
inanın hayatımda 1 (bir) tane bile ergen davranan insana yer yok,[[0.46964119 0.53035881]]
Elim ayağım titremeye başladı vobpjjo,[[0.46964119 0.53035881]]
@gullceB maalesef ki öğlenden baslayıp geceye kadar bakıorum napalım kedimin boğazına gidior hepsi 👉🏻👈🏻,[[0.46964119 0.53035881]]
@senagurol1 Mantıklı jdjdjdj,[[0.46964119 0.53035881]]
Sensiz de düşer takvimden günler,[[0.45258446 0.54741554]]
💙💫  https://t.co/47pr8uH4uF,[[0.40711539 0.59288461]]
RT @AvBilalipek: Müvekkillerimiz savcıya ifade vermek üzere Adliyeye sevk edildiler..  Adliyede binlerce polis var! Güya güvenliği sağlıyor…,[[0.46964119 0.53035881]]
RT @ismailatass: Genelgeler ile temel hak ve özgürlükler kısıtlanamaz. Bir yandan gönüllülük esastır deniliyor diğer yandan her tarafta bas…,[[0.46964119 0.53035881]]
RT @Hakanyenigunlu1: Furkan Gönüllülerine Kumpas Devam Ediyor! Bir Gönüllü Daha Haksızca Tutuklandı! Yargısızİnfaza Son  https://t.co/G6iyAw…,[[0.37038487 0.62961513]]
@ahmeyhub Yanlışlıkla yanında ters bişey yapma.,[[0.46964119 0.53035881]]
Günaydın o zaman,[[0.46964119 0.53035881]]
@melhbrv kadının hevesle hazırladığı bir etkinlikte böyle sikko tavır sergilemesi,[[0.46964119 0.53035881]]
https://t.co/KU8EeaaKJ8,[[0.40711539 0.59288461]]
Farketmez,[[0.46964119 0.53035881]]
RT @AhinSubat: Kardeşlerimiz SerbestKalsın Emniyet suçsuzlara işkence yapacağına asıl suçluların peşine düşseydi bugün bu toplum bu hale ge…,[[0.46964119 0.53035881]]
@babymgirll @angelifca Tam böyle çerezlik sıfır beyin yorması filmler bebek mutlaka izle ❤️,[[0.46964119 0.53035881]]
"Bazen beklemek lazım, en güzeli için..",[[0.46964119 0.53035881]]
RT @AhmedCelikten: Başta @ihacomtr olmak üzere bu isimleri kesin suçlu gibi gösteren @cumhuriyetgzt @gazetesozcu @cnnturk bu mahkeme kararı…,[[0.46964119 0.53035881]]
Bir kadına tekme atmak sadece karnındaki çocuğun hakkıdır.,[[0.46964119 0.53035881]]
RT @alparslankuytul: Alparslan Kuytul Hocaefendi,[[0.46964119 0.53035881]]
https://t.co/xbkXyIzyUr,[[0.40711539 0.59288461]]
@avokadoyesilii1 Bişey olmadan da olurdu.,[[0.46964119 0.53035881]]
RT @nurrssse: Sedat Pekerin peşine düşüp yakalamaya çalıştıkları kadar Gara bölgesinde esir 13 Askeri kurtarmak için çaba sarfetselerdi bel…,[[0.41420366 0.58579634]]
İyi asılmak,[[0.46964119 0.53035881]]
Zaafı olan ölsünnn,[[0.46964119 0.53035881]]
@busrayilddiz_ Beraber neşe ve şifa dolu,[[0.46964119 0.53035881]]
@pelinuzl @NoRespecte Bütün ciddiyet gitti püü sana pelin,[[0.46964119 0.53035881]]
Ben onunla içimden konuşuyordum.,[[0.28852765 0.71147235]]
@bietzem @ethembulbul_ Kral öylede bjk attığını düşün ve zaten bjk verirse salaktır bana göre 4-5 hafta önceden bjk şampiyondu ama Fatih terim allah kerim 😄😄,[[0.46964119 0.53035881]]
Aynen herşey çok güzel olacak,[[0.46964119 0.53035881]]
Sana olan tutkum eline koz verdi.,[[0.46964119 0.53035881]]
@goradzece Hagaysgsv peki mademmm,[[0.46964119 0.53035881]]
Olum siz kaç kişi ile konuşuyorsunuz aq hayır onu geçtim ne anlatıyorsunuz hepsine,[[0.46964119 0.53035881]]
@orhancangorgun 🤍  https://t.co/4r6M6ZfCw2,[[0.40711539 0.59288461]]
@pars489 nice greek song,[[0.35026932 0.64973068]]
@Ozgekocahan 😋😋,[[0.46964119 0.53035881]]
@nisnegi Hemenn bakıyorum,[[0.46964119 0.53035881]]
@dilekzdg Ben burdan devam malesf..  https://t.co/zKZUufSRgC,[[0.29239653 0.70760347]]
@Hodbehot Bu kadar mükemmel yapmış olamazsın diye fotoğraf kendisine kusur eklemiş ❤️,[[0.46964119 0.53035881]]
Bize de mi LO LO #Corona,[[0.45258446 0.54741554]]
Şşş elbet olur bir mucize,[[0.46964119 0.53035881]]
Acıyı seviyorum,[[0.46964119 0.53035881]]
@gokceazmazz Bu çok lanet birşey yaa,[[0.46964119 0.53035881]]
RT @borsaparatic: Abi hani #doge 1$ oluyordu?  https://t.co/1I37HPCsN8,[[0.40711539 0.59288461]]
@Ozgekocahan @Eyll17474476 Keyfim yerine geldi hahahahahahahahaaahahahahahahababahahababaa,[[0.46964119 0.53035881]]
@nekene_ Boş twet atmak için yaratmadığı kesin. sjsjs,[[0.46964119 0.53035881]]
Arkdaşlıklar gerçekler konuşulunca son bulur.,[[0.38987615 0.61012385]]
RT @kacsaatolduson: 76 milyon liraya yapılan Balıkesir Merkez Havalimanı’na 18 aydır tek bir uçağın dahi inmediği anlaşılalı birkaç saat ol…,[[0.53556108 0.46443892]]
Karantina günleri falan diyorlar ya demek ki ben yıllardır karantinadaymışım da haberim yokmuş,[[0.28852765 0.71147235]]
@06melihgokcek İyi işte onlarıda getirin,[[0.46964119 0.53035881]]
@AlconabaJ 😊,[[0.46964119 0.53035881]]
bir ara rüyamızda ruh eşimizi görebilmek için uyumadan 10 zeytin falan yiyip yatıyoduk HATIRLIYOR MUSUNUZ benim hatırladıkça başıma ağrılar giriyor,[[0.31077897 0.68922103]]
RT @ipek_013: Emniyetteİşkenceyi Lanetliyoruz #AdaletBekleyişi,[[0.46964119 0.53035881]]
Mevzu gemi değil kaptan mürettabata ibnelik var.,[[0.46964119 0.53035881]]
RT @luthieno: hot girl summer bitsin hot witch fall gelsin,[[0.55291769 0.44708231]]
